TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
Nana,tt0810705,8.5,2006,2007,TV-MA,21,"[' Comedy', ' Drama']"
Cocomelon,tt12427840,4.7,2018,2022,TV-PG,4,[' Family']
The Disastrous Life of Saiki K.,tt6354518,8.4,2016,2018,TV-14,24,"[' Comedy', ' Fantasy']"
Star Wars: Clone Wars,tt0361243,7.8,2003,2005,TV-Y7,133,"[' Action', ' Adventure']"
Hunter x Hunter,tt0426719,8.6,1999,2001,TV-PG,23,"[' Action', ' Adventure']"
Craig of the Creek,tt7713450,7.3,2018, ,TV-Y7,30,"[' Short', ' Adventure']"
Animaniacs,tt6951546,7.8,2020, ,TV-PG,21,"[' Short', ' Adventure']"
The Avengers: Earth's Mightiest Heroes,tt1626038,8.3,2010,2012,TV-Y7,30,"[' Action', ' Adventure']"
Claymore,tt0985344,8.0,2007),(2007,TV-MA,24,"[' Action', ' Adventure']"
Mickey Mouse Clubhouse,tt0784896,5.7,2006,2016,TV-Y,30,"[' Adventure', ' Comedy']"
Duncanville,tt9073898,6.2,2020,2022,TV-14,22,[' Comedy']
The New Batman Adventures,tt0118266,8.5,1997,1999,TV-PG,30,"[' Action', ' Adventure']"
Tomodachi Game,tt15830678,7.5,2022, ,TV-14,23,"[' Drama', ' Mystery']"
Another,tt2176165,7.5,2012),(2012,TV-MA,300,"[' Drama', ' Horror']"
HouseBroken,tt9610166,6.2,2021, ,TV-14,N/A,[' Comedy']
Mike Tyson Mysteries,tt3038546,8.2,2014,2020,TV-14,12,"[' Adventure', ' Comedy']"
Ben 10,tt6148376,2.9,2016,2021,TV-Y7-FV,12,"[' Short', ' Action']"
Shaun the Sheep,tt0983983,8.2,2007,2020,TV-G,7,"[' Short', ' Comedy']"
The Magic School Bus,tt0108847,7.8,1994,1997,TV-Y,30,"[' Adventure', ' Comedy']"
Transformers Prime,tt1659175,7.9,2010,2013,TV-Y7,30,"[' Short', ' Action']"
Mr. Pickles,tt2950342,7.3,2013,2019,TV-MA,15,"[' Comedy', ' Horror']"
"Why the Hell are You Here, Teacher!?",tt9826344,6.3,2019, ,TV-MA,12,"[' Short', ' Comedy']"
Hit-Monkey,tt9811316,7.8,2021),(2021,TV-MA,22,"[' Action', ' Adventure']"
Bubble Guppies,tt0965404,6.4,2011,2022,TV-Y,24,"[' Short', ' Adventure']"
My Teen Romantic Comedy SNAFU,tt2703720,8.0,2013, ,TV-14,24,"[' Comedy', ' Drama']"
Sailor Moon,tt0114327,7.6,1995,2000,TV-Y,24,"[' Action', ' Adventure']"
Blaze and the Monster Machines,tt4458594,5.6,2014,2022,TV-Y,22,"[' Short', ' Action']"
Star Wars Resistance,tt8336340,5.2,2018,2020,TV-Y7,30,"[' Action', ' Adventure']"
The Powerpuff Girls,tt4718304,3.5,2016,2023,TV-Y7-FV,60,"[' Short', ' Action']"
Noragami,tt3225270,7.9,2014,2015,TV-14,24,"[' Action', ' Adventure']"
Ergo Proxy,tt0791205,7.9,2006),(2006,TV-14,25,"[' Action', ' Adventure']"
Elena of Avalor,tt4549142,6.5,2016,2020,TV-Y,24,"[' Action', ' Adventure']"
Record of Ragnarok,tt13676344,6.2,2021, ,TV-14,24,"[' Action', ' Adventure']"
The Daily Life of the Immortal King,tt11755260,7.2,2020, ,TV-14,18,"[' Action', ' Adventure']"
Pokémon Journeys: The Series,tt14033496,7.0,2019, ,TV-Y7,N/A,"[' Adventure', ' Comedy']"
Codename: Kids Next Door,tt0312109,7.2,2002,2008,TV-Y7,23,"[' Action', ' Adventure']"
Danny Phantom,tt0366005,7.1,2003,2007,TV-Y7-FV,30,"[' Action', ' Adventure']"
The Proud Family: Louder and Prouder,tt11871764,6.1,2022, ,TV-G,30,"[' Adventure', ' Comedy']"
Kengan Ashura,tt9058134,8.0,2019, ,TV-MA,24,"[' Action', ' Sport']"
DC Super Hero Girls,tt9628244,7.2,2019, ,TV-PG,11,"[' Action', ' Adventure']"
"The Adventures of Jimmy Neutron, Boy Genius",tt0320808,6.7,2002,2006,TV-G,24,"[' Adventure', ' Comedy']"
Doc McStuffins,tt1710295,6.6,2012,2022,G,11,"[' Family', ' Fantasy']"
The Misfit of Demon King Academy,tt12432936,7.3,2020,2022,TV-14,23,"[' Adventure', ' Comedy']"
Blue's Clues & You,tt9000424,6.9,2019, ,TV-G,N/A,"[' Adventure', ' Comedy']"
The Wild Thornberrys,tt0167743,6.6,1998,2004,TV-Y7,30,"[' Adventure', ' Comedy']"
Chip 'n Dale: Rescue Rangers,tt0096557,7.6,1989,1990,TV-Y,22,"[' Action', ' Adventure']"
Foster's Home for Imaginary Friends,tt0419326,7.6,2004,2009,TV-Y7,30,"[' Adventure', ' Comedy']"
Blue Lock,tt15222080,9.0,2022, ,N/A,N/A,"[' Action', ' Mystery']"
Sekirei,tt1339238,7.3,2008,2010,TV-MA,23,"[' Action', ' Comedy']"
X-Men: Evolution,tt0247827,7.8,2000,2003,TV-Y7,23,"[' Action', ' Adventure']"
The Casagrandes,tt9165462,5.6,2019,2022,TV-Y7,22,"[' Short', ' Adventure']"
Mushi-Shi,tt0807832,8.5,2005,2014,TV-14,25,"[' Drama', ' Fantasy']"
Trigun,tt0251439,8.2,1998),(1998,TV-14,24,"[' Action', ' Adventure']"
Super Crooks,tt14272628,7.1,2021, ,TV-MA,30,"[' Action', ' Adventure']"
Baki Hanma,tt13357140,6.7,2021, ,TV-MA,25,"[' Action', ' Drama']"
Fighting Spirit,tt0481256,8.8,2000,2002,TV-PG,20,"[' Action', ' Comedy']"
The Marvelous Misadventures of Flapjack,tt1178180,7.8,2008,2010,TV-Y7-FV,11,"[' Short', ' Adventure']"
A Tale Dark & Grimm,tt2386826,7.3,2021, ,TV-Y7,26,"[' Action', ' Adventure']"
Ghost in the Shell: Stand Alone Complex,tt0346314,8.5,2002,2005,TV-MA,24,"[' Action', ' Crime']"
"Don't Toy with Me, Miss Nagatoro",tt12635162,7.3,2021, ,TV-14,24,"[' Comedy', ' Romance']"
The Ghost and Molly McGee,tt10684374,7.3,2021, ,TV-Y7,22,"[' Short', ' Adventure']"
Golden Kamuy,tt8225204,8.1,2018, ,TV-MA,24,"[' Action', ' Adventure']"
Dragons: The Nine Realms,tt15758116,5.4,2021, ,TV-G,23,"[' Action', ' Adventure']"
Prison School,tt4917066,7.6,2015,2016,TV-MA,24,[' Comedy']
Totally Spies!,tt0283226,7.1,2001,2014,TV-Y7,22,"[' Action', ' Adventure']"
Dorohedoro,tt11147852,8.1,2020),(2020,TV-MA,25,"[' Action', ' Comedy']"
Drawn Together,tt0386180,7.1,2004,2007,TV-MA,22,"[' Comedy', ' Reality-TV']"
Spawn,tt0118475,8.1,1997,1999,TV-MA,30,"[' Action', ' Adventure']"
Digimon: Digital Monsters,tt0210418,7.3,1999,2007,TV-Y7,24,"[' Action', ' Adventure']"
The Adventures of Paddington,tt7772600,8.5,2019, ,TV-Y,N/A,"[' Short', ' Adventure']"
Centaurworld,tt10919290,7.6,2021),(2021,TV-Y7,25,"[' Short', ' Adventure']"
"Go, Dog, Go",tt10687202,7.3,2021, ,TV-Y,24,[' Family']
Dragon Ball GT,tt0139774,6.8,1996,1997,TV-PG,24,"[' Action', ' Adventure']"
Parallel World Pharmacy,tt18574004,7.0,2022, ,Not Rated,N/A,[' Fantasy']
Sym-Bionic Titan,tt1709198,8.1,2010,2011,TV-PG,N/A,"[' Action', ' Adventure']"
To LOVE-Ru,tt1216222,6.4,2008,2010,TV-14,24,"[' Action', ' Comedy']"
Invader ZIM,tt0235923,8.4,2001,2006,TV-Y7,24,"[' Action', ' Adventure']"
Tokyo Ghoul: re,tt8213522,6.7,2018),(2018,TV-MA,24,"[' Action', ' Drama']"
Baki the Grappler,tt0981456,7.5,2001,2007,TV-PG,24,"[' Action', ' Drama']"
Hercules,tt0138967,6.6,1998,1999,TV-Y7,30,"[' Action', ' Adventure']"
Kotaro Lives Alone,tt15490038,8.4,2022, ,TV-14,27,"[' Comedy', ' Drama']"
Link Click,tt14976292,8.7,2021, ,TV-14,20,"[' Action', ' Fantasy']"
Gremlins: Secrets of the Mogwai,tt9860690,9.0,2022, ,N/A,30,"[' Adventure', ' Comedy']"
The Croods: Family Tree,tt15341442,6.8,2021, ,TV-Y7,22,"[' Short', ' Adventure']"
Pacific Rim: The Black,tt9288848,7.1,2021,2022,TV-14,24,"[' Action', ' Adventure']"
Kipo and the Age of Wonderbeasts,tt10482560,8.3,2020),(2020,TV-Y7,24,"[' Action', ' Adventure']"
The God of High School,tt12227418,7.3,2020),(2020,N/A,24,"[' Action', ' Adventure']"
Happy Tree Friends,tt0770762,7.0,2000,2016,TV-14,21,"[' Comedy', ' Horror']"
High-Rise Invasion,tt13352232,6.5,2021, ,TV-MA,25,"[' Action', ' Horror']"
Black Butler,tt1316554,7.7,2008,2011,TV-14,24,"[' Action', ' Comedy']"
Green Eggs and Ham,tt4651448,8.1,2019, ,TV-Y7,26,"[' Adventure', ' Comedy']"
Pokémon Master Journeys,tt15416672,7.6,2021, ,TV-Y7,50,"[' Action', ' Adventure']"
Uzaki-chan Wants to Hang Out!,tt12464182,6.9,2020, ,TV-14,24,"[' Comedy', ' Drama']"
Toradora!,tt1279024,8.0,2008,2009,TV-14,24,"[' Comedy', ' Drama']"
Adam Ruins Everything,tt5034326,8.1,2015,2019,TV-14,30,"[' Comedy', ' History']"
Generator Rex,tt1636691,7.6,2010,2013,TV-PG,24,"[' Action', ' Adventure']"
Steins;Gate 0,tt5514358,8.4,2018),(2018,TV-14,30,"[' Drama', ' Mystery']"
"Ada Twist, Scientist",tt13241650,7.0,2021, ,TV-PG,12,"[' Adventure', ' Comedy']"
Monster Musume: Everyday Life with Monster Girls,tt4831392,6.6,2015, ,TV-MA,23,"[' Comedy', ' Fantasy']"
World's End Harem,tt13411814,5.8,2021, ,TV-MA,24,"[' Drama', ' Romance']"
Carmen Sandiego,tt7042146,7.9,2019,2021,TV-Y7-FV,22,"[' Action', ' Adventure']"
The Octonauts,tt1710177,7.6,2010, ,TV-Y,11,"[' Adventure', ' Comedy']"
Mickey Mouse Funhouse,tt13262134,5.4,2021, ,TV-G,11,"[' Short', ' Adventure']"
Cyberchase,tt0309141,6.9,2002, ,TV-Y,30,"[' Short', ' Adventure']"
SMG4,tt7029396,8.3,2011, ,TV-14,N/A,"[' Adventure', ' Comedy']"
Ouran High School Host Club,tt0816397,8.2,2006),(2006,TV-14,24,"[' Comedy', ' Romance']"
RWBY: Ice Queendom,tt19389868,6.0,2022, ,TV-14,N/A,"[' Action', ' Adventure']"
"What's New, Scooby-Doo?",tt0306274,7.2,2002,2006,TV-Y7,30,"[' Adventure', ' Comedy']"
Looney Tunes Cartoons,tt8543208,8.0,2019, ,TV-Y7,12,"[' Short', ' Adventure']"
The Backyardigans,tt0439349,7.0,2004,2013,TV-Y,24,"[' Adventure', ' Comedy']"
Big Hero 6: The Series,tt5515212,7.2,2017,2021,TV-Y7,21,"[' Action', ' Adventure']"
Chowder,tt1140100,7.4,2007,2010,TV-Y7-FV,11,"[' Short', ' Adventure']"
Animaniacs,tt0105941,7.9,1993,1998,TV-Y7,21,"[' Short', ' Adventure']"
Ren & Stimpy 'Adult Party Cartoon',tt0371475,5.5,2003),(2003,TV-MA,30,"[' Comedy', ' Horror']"
Moriarty the Patriot,tt12831098,8.0,2020, ,TV-14,N/A,"[' Crime', ' History']"
The Proud Family,tt0293737,6.5,2001,2005,TV-Y,30,"[' Comedy', ' Family']"
Resident Evil: Infinite Darkness,tt13173144,5.7,2021, ,TV-MA,26,"[' Action', ' Horror']"
The Shivering Truth,tt6905458,8.1,2018, ,TV-MA,11,"[' Comedy', ' Fantasy']"
A Couple of Cuckoos,tt14400866,6.8,2022, ,TV-14,N/A,"[' Comedy', ' Romance']"
Slam Dunk,tt0965547,8.7,1993,1996,TV-PG,22,"[' Comedy', ' Drama']"
Wild Kratts,tt1807859,7.7,2010, ,TV-Y,26,"[' Adventure', ' Comedy']"
M.O.D.O.K.,tt9811118,6.3,2021),(2021,TV-MA,22,"[' Action', ' Comedy']"
Witchblade,tt0813971,7.0,2006),(2006,TV-MA,N/A,"[' Action', ' Adventure']"
Pinky and the Brain,tt0112123,7.8,1995,1998,TV-Y,30,"[' Short', ' Adventure']"
Deadman Wonderland,tt1909447,7.1,2011),(2011,TV-MA,24,"[' Action', ' Drama']"
Monster High,tt6928178,7.4,2010,2017,TV-Y7-FV,2,"[' Comedy', ' Fantasy']"
Sonic X,tt0367413,6.2,2003,2006,TV-Y7,30,"[' Action', ' Adventure']"
Batman: The Brave and the Bold,tt1213218,7.3,2008,2011,TV-Y7-FV,30,"[' Action', ' Adventure']"
Spider-Man,tt6135682,6.1,2017,2020,TV-Y7,44,"[' Action', ' Adventure']"
Soul Eater,tt1214085,7.8,2008,2009,TV-14,24,"[' Action', ' Adventure']"
Curious George,tt0449545,7.2,2006,2022,TV-Y,30,"[' Short', ' Adventure']"
Bakemonogatari,tt1480925,8.0,2009,2010,TV-14,360,"[' Action', ' Comedy']"
Bob the Builder,tt0262151,5.5,1997,2018,TV-Y,10,"[' Comedy', ' Family']"
Dragon Tales,tt0243061,6.3,1999,2005,TV-Y,30,"[' Adventure', ' Drama']"
Rugrats,tt8741368,3.9,2021, ,TV-Y7,23,"[' Short', ' Adventure']"
Mickey Mouse,tt2768802,8.1,2013,2019,TV-G,4,"[' Short', ' Adventure']"
Clarence,tt3061050,6.8,2013,2018,TV-PG,23,"[' Short', ' Adventure']"
Vampirina,tt7010622,6.5,2017,2021,TV-Y,25,"[' Short', ' Comedy']"
Orient,tt15170340,6.0,2022, ,TV-14,23,"[' Adventure', ' Fantasy']"
Captain Planet and the Planeteers,tt0098763,6.7,1990,1996,TV-Y7,23,"[' Short', ' Action']"
Spriggan,tt10011306,6.9,2022, ,TV-MA,45,"[' Action', ' Adventure']"
Slugterra,tt2548200,6.9,2012,2016,TV-Y7,22,"[' Action', ' Adventure']"
Moominvalley,tt6921882,7.2,2019, ,N/A,22,"[' Drama', ' Family']"
Ultraman,tt8699270,6.8,2019,2023,TV-14,25,"[' Action', ' Adventure']"
The Testament of Sister New Devil,tt4219258,6.6,2015, ,TV-MA,24,"[' Action', ' Comedy']"
Great Pretender,tt11680468,7.9,2020, ,TV-MA,23,"[' Action', ' Adventure']"
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,tt14061838,7.3,2021, ,TV-14,24,"[' Action', ' Fantasy']"
Date a Live,tt2575684,6.9,2013, ,TV-14,25,"[' Action', ' Comedy']"
3Below: Tales of Arcadia,tt7736544,7.7,2018,2019,TV-Y7-FV,24,"[' Action', ' Adventure']"
Marvel's Moon Girl and Devil Dinosaur,tt8041658,N/A,2022, ,TV-Y7,N/A,"[' Action', ' Adventure']"
Shadows House,tt13362302,7.4,2021, ,TV-14,N/A,"[' Fantasy', ' Mystery']"
Doug,tt0101084,7.4,1991,1994,TV-Y7,30,"[' Adventure', ' Comedy']"
Sonic Boom,tt3232262,6.8,2014,2017,TV-Y7,11,"[' Short', ' Action']"
Great Teacher Onizuka,tt0315008,8.5,1999,2000,TV-MA,24,"[' Comedy', ' Drama']"
Akudama Drive,tt12331342,7.3,2020, ,TV-MA,23,"[' Action', ' Sci-Fi']"
Fairfax,tt7492014,5.2,2021, ,TV-MA,30,"[' Adventure', ' Comedy']"
The Heroes,tt7657124,9.4,2008, ,N/A,30,"[' Drama', ' History']"
Fast & Furious Spy Racers,tt8322592,5.9,2019,2021,TV-Y7-FV,23,"[' Action', ' Adventure']"
Fugget About It,tt1799834,6.9,2012,2021,TV-MA,22,"[' Comedy', ' Crime']"
Minecraft: Story Mode,tt10498322,5.6,2018),(2018,TV-PG,N/A,[' Adventure']
Blue Exorcist,tt1799631,7.4,2011),(2011,TV-14,30,"[' Action', ' Drama']"
Initial D: First Stage,tt0385426,8.4,1998),(1998,TV-PG,25,"[' Action', ' Comedy']"
The Little Mermaid,tt0103477,6.7,1992,1994,TV-Y,25,"[' Short', ' Adventure']"
When They Cry,tt0845738,7.9,2006),(2006,TV-MA,24,"[' Drama', ' Horror']"
TRON: Uprising,tt1812523,8.2,2012,2013,TV-Y7,30,"[' Action', ' Adventure']"
Dragon Quest: The Adventure of Dai,tt11858104,8.0,2020, ,N/A,24,"[' Action', ' Adventure']"
Big Nate,tt11947288,7.3,2022, ,TV-Y7,22,"[' Comedy', ' Family']"
Gudetama: An Eggcellent Adventure,tt21104890,N/A,2022, ,TV-G,N/A,"[' Adventure', ' Comedy']"
Odd Taxi,tt14134550,8.5,2021, ,N/A,23,"[' Comedy', ' Crime']"
Stephen Colbert Presents Tooning Out The News,tt12026652,5.9,2020, ,TV-14,7,"[' Comedy', ' News']"
Gantz,tt0434685,7.2,2004),(2004,TV-MA,22,"[' Action', ' Drama']"
Supernatural: The Animation,tt1679482,7.4,2011),(2011,TV-14,23,"[' Drama', ' Fantasy']"
Scissor Seven,tt11503082,8.4,2018, ,TV-14,13,"[' Action', ' Adventure']"
Aaahh!!! Real Monsters,tt0108684,7.2,1994,1997,TV-Y7,30,"[' Adventure', ' Comedy']"
The Yakuza's Guide to Babysitting,tt21230432,7.2,2022, ,N/A,N/A,"[' Comedy', ' Crime']"
Little Einsteins,tt0756522,6.3,2005,2010,TV-Y,N/A,"[' Adventure', ' Comedy']"
Mr. Bean: The Animated Series,tt0280277,6.8,2002,2019,TV-Y,11,"[' Comedy', ' Family']"
Beetlejuice,tt0096543,7.3,1989,1991,TV-Y,22,"[' Short', ' Adventure']"
Clannad: After Story,tt1298820,8.6,2008,2009,TV-MA,24,"[' Comedy', ' Drama']"
Battle Through the Heavens,tt12409194,8.7,2017, ,N/A,N/A,"[' Action', ' Adventure']"
Space Ghost Coast to Coast,tt0108937,7.9,1993,2012,N/A,15,"[' Comedy', ' Sci-Fi']"
Transformers: War for Cybertron Trilogy,tt9789660,7.3,2020,2021,TV-Y7,30,"[' Action', ' Adventure']"
No Activity,tt7230846,6.7,2017,2021,TV-MA,30,[' Comedy']
Ghost in the Shell SAC_2045,tt9466298,6.3,2020, ,TV-MA,25,"[' Action', ' Crime']"
DreamWorks Dragons,tt2325846,7.9,2012,2014,TV-Y7,22,"[' Action', ' Adventure']"
The Patrick Star Show,tt12915960,3.5,2021, ,TV-Y7,11,"[' Comedy', ' Family']"
House of Mouse,tt0272388,7.5,2001,2003,TV-Y,30,"[' Comedy', ' Family']"
Guardians of the Galaxy,tt4176370,7.3,I) (2015,2019,TV-Y7-FV,22,"[' Action', ' Adventure']"
W.I.T.C.H.,tt0383718,7.2,2004,2006,TV-Y7,30,"[' Action', ' Adventure']"
The PJs,tt0182621,6.8,1999,2001,TV-14,30,[' Comedy']
How NOT to Summon a Demon Lord,tt8438524,7.0,2018, ,TV-MA,24,"[' Adventure', ' Comedy']"
The Legend of Zelda,tt0832330,6.0,1989),(1989,TV-Y7-FV,15,"[' Action', ' Adventure']"
Dora the Explorer,tt0235917,4.2,2000,2019,TV-Y,30,"[' Adventure', ' Comedy']"
Clone High,tt0305011,8.2,2002,2003,TV-14,N/A,"[' Comedy', ' Sci-Fi']"
Alpha Betas,tt12992166,8.5,2021, ,TV-MA,N/A,[' Comedy']
Miss Kobayashi's Dragon Maid,tt6185782,7.7,2017,2022,TV-14,24,"[' Comedy', ' Fantasy']"
Shaman King,tt12502782,7.0,2021,2022,TV-PG,23,"[' Action', ' Adventure']"
Domestic Girlfriend,tt9817980,6.8,2019, ,TV-MA,25,"[' Drama', ' Romance']"
Trese,tt9310336,7.0,2021, ,TV-MA,33,"[' Action', ' Adventure']"
The Case Study of Vanitas,tt14641098,7.6,2021, ,TV-14,23,"[' Fantasy', ' Horror']"
Rosario + Vampire,tt1161684,6.9,2008),(2008,TV-14,25,"[' Comedy', ' Fantasy']"
Owari no serafu,tt4584326,7.4,2015),(2015,TV-14,24,"[' Action', ' Adventure']"
Tower of God,tt12057106,7.7,2020),(2020,TV-14,23,"[' Action', ' Adventure']"
Ask the StoryBots,tt5846856,8.5,2016,2019,TV-Y,24,"[' Adventure', ' Comedy']"
Caillou,tt0262153,3.8,1997,2018,TV-Y,30,"[' Comedy', ' Drama']"
The Way of the Househusband,tt13357124,7.3,2021, ,TV-14,16,"[' Action', ' Comedy']"
Shikimori's Not Just a Cutie,tt15529074,6.7,2022, ,TV-14,23,"[' Comedy', ' Drama']"
Pete the Cat,tt6148744,7.9,2017, ,TV-Y,22,"[' Comedy', ' Family']"
Home Movies,tt0197159,8.2,1999,2004,TV-14,30,"[' Comedy', ' Drama']"
Animals.,tt4953128,7.3,2016,2018,TV-MA,30,[' Comedy']
American Dragon: Jake Long,tt0429305,6.6,2005,2007,TV-G,30,"[' Action', ' Comedy']"
Fate/stay night [Unlimited Blade Works],tt3621796,8.0,2014,2015,TV-14,24,"[' Action', ' Adventure']"
Kamp Koral: SpongeBob's Under Years,tt10436284,3.6,2021, ,TV-Y7,22,"[' Short', ' Adventure']"
My Life as a Teenage Robot,tt0318233,7.0,2002,2022,TV-Y,23,"[' Action', ' Adventure']"
Tatami Time Machine Blues,tt15684222,8.1,2022, ,TV-14,N/A,"[' Comedy', ' Drama']"
Wolfboy and the Everything Factory,tt15389676,7.7,2021, ,TV-Y7,25,"[' Short', ' Adventure']"
Thundercats,tt1666278,7.9,2011,2012,TV-PG,N/A,"[' Action', ' Adventure']"
Housing Complex C,tt22174464,6.5,2022, ,TV-14,N/A,[]
Hyouka,tt2340841,7.8,2012),(2012,TV-14,24,"[' Comedy', ' Drama']"
Oddballs,tt21107718,6.7,2022, ,TV-Y7,20,"[' Adventure', ' Comedy']"
Code Lyoko,tt0417311,7.3,2003,2007,TV-Y7,26,"[' Action', ' Adventure']"
Eureka!,tt19873092,6.8,2022, ,TV-Y,N/A,"[' Adventure', ' Comedy']"
Baccano!,tt1334722,8.2,2007,2008,TV-MA,384,"[' Action', ' Adventure']"
Mickey Mouse Mixed-Up Adventures,tt6264782,6.0,2017,2021,TV-Y,21,"[' Short', ' Adventure']"
Yasuke,tt9310330,6.2,2021, ,TV-MA,30,"[' Action', ' Adventure']"
Aladdin,tt0105935,7.3,1994,1995,TV-Y7,30,"[' Action', ' Adventure']"
Dino Ranch,tt13858416,6.7,2021, ,TV-Y,N/A,"[' Adventure', ' Comedy']"
Mieruko-chan,tt14271890,7.2,2021, ,TV-14,24,"[' Comedy', ' Fantasy']"
Spirit Rangers,tt13351446,N/A,2022, ,TV-Y7,22,"[' Action', ' Adventure']"
Kung Fu Panda: Legends of Awesomeness,tt1545214,7.0,2011,2016,TV-Y7,22,"[' Action', ' Adventure']"
"Welcome to Demon-School, Iruma-kun",tt11034066,7.6,2019, ,TV-14,23,"[' Comedy', ' Drama']"
Mobile Suit Gundam: The Witch from Mercury,tt15433166,8.6,2022, ,TV-14,N/A,"[' Action', ' Sci-Fi']"
Hitori No Shita - The Outcast,tt12882132,6.9,2015,2021,N/A,N/A,[' Fantasy']
Barbie: Life in the Dreamhouse,tt2644032,7.4,2012,2015,TV-G,3,"[' Short', ' Comedy']"
Vivy: Fluorite Eye's Song,tt13851958,8.1,2021, ,TV-MA,25,"[' Action', ' Adventure']"
Transformers: Earthspark,tt14298658,N/A,2022, ,N/A,N/A,"[' Action', ' Adventure']"
Beyblade,tt0328733,6.8,2001,2005,TV-Y7,30,"[' Action', ' Adventure']"
Golden Time,tt3105452,7.6,2013,2014,TV-14,24,"[' Comedy', ' Drama']"
Milo Murphy's Law,tt5439480,7.6,2016,2019,TV-Y7,12,"[' Short', ' Action']"
The Deep,tt4991910,7.9,2015, ,TV-Y7,22,"[' Action', ' Adventure']"
Thunderbirds Are Go,tt3138604,6.8,2015,2020,TV-G,22,"[' Action', ' Adventure']"
Summer Camp Island,tt8146760,7.7,2018, ,TV-Y7,N/A,"[' Short', ' Adventure']"
Rocket Power,tt0244926,6.8,1999,2004,TV-G,30,"[' Short', ' Action']"
Aggretsuko,tt8019444,8.0,2018,2023,TV-14,15,"[' Comedy', ' Drama']"
Metal Family,tt14037690,8.6,2018, ,N/A,N/A,"[' Drama', ' Music']"
Darkwing Duck,tt0101076,7.6,1991,1992,TV-Y7,30,"[' Action', ' Adventure']"
Masou Gakuen HxH,tt5867902,5.9,2016, ,TV-MA,24,"[' Action', ' Comedy']"
Rocko's Modern Life,tt0106115,7.9,1993,1996,TV-Y,30,"[' Comedy', ' Family']"
The Irregular at Magic High School,tt3874528,7.1,2014, ,TV-14,22,"[' Action', ' Drama']"
Hoops,tt9077562,6.0,2020),(2020,TV-MA,25,"[' Comedy', ' Sport']"
Camp Lazlo!,tt0419315,6.4,2005,2023,TV-Y7,30,"[' Short', ' Adventure']"
Clerks,tt0210413,7.4,2000,2001,R,22,[' Comedy']
Lilo & Stitch: The Series,tt0364774,6.8,2003,2006,TV-Y,22,"[' Action', ' Adventure']"
Magi: The Labyrinth of Magic,tt2425098,7.8,2012,2014,TV-14,25,"[' Action', ' Adventure']"
The Looney Tunes Show,tt1726839,7.5,2011,2015,TV-PG,23,"[' Short', ' Adventure']"
Dragon Ball Z Abridged,tt10710138,9.2,2008,2018,TV-14,10,"[' Action', ' Comedy']"
Edens Zero,tt13167196,7.2,2021, ,TV-14,N/A,"[' Action', ' Adventure']"
Clannad,tt1118804,7.8,2007,2008,TV-PG,30,"[' Comedy', ' Drama']"
Fate/stay night,tt0774809,7.3,2006),(2006,TV-14,23,"[' Action', ' Adventure']"
Clifford the Big Red Dog,tt0233041,6.5,2000,2003,TV-Y,30,"[' Short', ' Comedy']"
Karma's World,tt13321232,6.7,2021, ,TV-PG,11,"[' Short', ' Comedy']"
Horrid Henry,tt0985991,6.4,2006, ,TV-Y7,11,"[' Short', ' Adventure']"
TaleSpin,tt0098924,7.6,1990,1991,TV-Y7,30,"[' Action', ' Adventure']"
Little Bear,tt0245637,7.3,1995,2003,TV-Y,24,"[' Adventure', ' Family']"
The Adventures of Tintin,tt0179552,8.3,1991,1992,TV-Y7,30,"[' Action', ' Adventure']"
Tear Along the Dotted Line,tt15614372,8.6,2021, ,TV-14,20,"[' Comedy', ' Drama']"
The Ancient Magus' Bride,tt7326322,7.7,2017, ,TV-14,25,"[' Drama', ' Fantasy']"
Grand Blue,tt8086718,7.9,2018, ,Not Rated,24,"[' Adventure', ' Comedy']"
Kamisama hajimemashita,tt2320220,8.1,2012, ,TV-PG,23,"[' Comedy', ' Fantasy']"
"Harvey Birdman, Attorney at Law",tt0294097,8.0,2000,2007,TV-MA,15,"[' Comedy', ' Sci-Fi']"
The Hidden Dungeon Only I Can Enter,tt12728856,6.5,2021),(2021,TV-14,24,"[' Action', ' Adventure']"
Buzz Lightyear of Star Command,tt0260602,6.6,2000,2001,TV-Y7,30,"[' Action', ' Adventure']"
Captain Jake and the Never Land Pirates,tt1833403,5.6,2011,2016,TV-Y,15,"[' Adventure', ' Family']"
Handy Manny,tt0451460,5.5,2006,2013,TV-Y,24,"[' Comedy', ' Family']"
Darker Than Black,tt0995941,7.7,2007,2010,TV-MA,24,"[' Action', ' Drama']"
The Penguins of Madagascar,tt0892700,7.5,2008,2015,TV-Y7,11,"[' Short', ' Action']"
PJ Masks,tt4148744,5.4,2015, ,TV-Y,24,"[' Action', ' Adventure']"
The Freak Brothers,tt10627334,5.9,2020, ,TV-MA,N/A,"[' Adventure', ' Comedy']"
Space Dandy,tt3158246,8.1,2014),(2014,TV-14,24,"[' Adventure', ' Comedy']"
Blood-C,tt1890725,6.2,2011),(2011,TV-MA,N/A,"[' Action', ' Fantasy']"
Cells at Work!,tt8673610,7.6,2018, ,TV-14,24,"[' Action', ' Comedy']"
Squidbillies,tt0457146,6.7,2005,2021,TV-MA,11,[' Comedy']
