ID,show_title,Total Occ,TV_rating,IMDB_rating,genre
tt0101178,The Ren & Stimpy Show,2,TV-Y7,7.5,"adventure, comedy"
tt0101178,The Ren & Stimpy Show,2,TV-Y7,7.5,"adventure, comedy"
tt0096697,The Simpsons,5,TV-PG,8.6,"comedy, short"
tt0096697,The Simpsons,5,TV-PG,8.6,"comedy, short"
tt0096697,The Simpsons,5,TV-PG,8.6,"comedy, short"
tt0096697,The Simpsons,5,TV-PG,8.6,"comedy, short"
tt0096697,The Simpsons,5,TV-PG,8.6,"comedy, short"
tt0417373,The Venture Bros.,4,TV-MA,8.5,"action, adventure, comedy, science fiction"
tt0417373,The Venture Bros.,4,TV-MA,8.5,"action, adventure, comedy, science fiction"
tt0417373,The Venture Bros.,4,TV-MA,8.5,"action, adventure, comedy, science fiction"
tt0417373,The Venture Bros.,4,TV-MA,8.5,"action, adventure, comedy, science fiction"
tt0291672,Time Squad,1,TV-Y7,7.4,"comedy, family, history, science fiction, short, western"
tt7121818,Too Loud,1,TV-Y7,5.0,comedy
tt8891990,Transformers: Cyberverse,1,TV-Y7,6.9,"action, science fiction"
tt1659175,Transformers: Prime,1,TV-Y7,7.9,"action, adventure, comedy, drama, family, science fiction"
tt8036272,Tuca & Bertie,2,TV-MA,7.4,comedy
tt8036272,Tuca & Bertie,2,TV-MA,7.4,comedy
tt8009622,Twelve Forever,4,TV-Y7,6.4,"action, adventure, comedy, family, fantasy"
tt8009622,Twelve Forever,4,TV-Y7,6.4,"action, adventure, comedy, family, fantasy"
tt8009622,Twelve Forever,4,TV-Y7,6.4,"action, adventure, comedy, family, fantasy"
tt8009622,Twelve Forever,4,TV-Y7,6.4,"action, adventure, comedy, family, fantasy"
tt8146766,Victor and Valentino,1,TV-Y7,6.2,"adventure, comedy, family, fantasy, mystery, short"
tt5580664,Voltron: Legendary Defender,3,TV-Y7,8.0,"action, adventure, comedy, drama, family, fantasy, science fiction"
tt5580664,Voltron: Legendary Defender,3,TV-Y7,8.0,"action, adventure, comedy, drama, family, fantasy, science fiction"
tt5580664,Voltron: Legendary Defender,3,TV-Y7,8.0,"action, adventure, comedy, drama, family, fantasy, science fiction"
tt0383718,W.I.T.C.H.,3,TV-Y7,7.3,"action, adventure, comedy, drama, family, fantasy, thriller"
tt0383718,W.I.T.C.H.,3,TV-Y7,7.3,"action, adventure, comedy, drama, family, fantasy, thriller"
tt0383718,W.I.T.C.H.,3,TV-Y7,7.3,"action, adventure, comedy, drama, family, fantasy, thriller"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
tt1641384,Young Justice,7,TV-PG,8.6,"action, adventure, crime, romance, science fiction"
