TV Show Title,Unique ID,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres
Love Hina,tt0279570,6.9,2000,2001,TV-14,544,"[' Comedy', ' Drama']"
Fairview,tt15470216,1.5,2022, ,TV-MA,24,[' Comedy']
Kämpfer,tt1516239,6.1,2009),(2009,TV-14,24,"[' Action', ' Comedy']"
Uchi no Shishou wa Shippo ga Nai,tt21345930,5.2,2022, ,N/A,23,"[' Comedy', ' Fantasy']"
Deathstroke: Knights & Dragons,tt10394706,6.6,2020),(2020,TV-14,92,"[' Action', ' Adventure']"
Sharkdog,tt12211696,6.0,2021, ,TV-Y,7,"[' Short', ' Adventure']"
Dora and Friends: Into the City!,tt4048256,3.6,2014, ,TV-Y,23,"[' Adventure', ' Family']"
Harvey Beaks,tt3219170,7.1,2015,2017,TV-Y7,22,"[' Short', ' Adventure']"
Pip and Posy,tt14584834,8.6,2021, ,N/A,N/A,"[' Comedy', ' Family']"
Legend of the Three Caballeros,tt8611524,7.8,2018),(2018,TV-G,22,"[' Short', ' Adventure']"
Eek! The Cat,tt0103408,7.2,1992,1997,TV-Y,30,"[' Adventure', ' Comedy']"
Masou Gakuen HxH,tt5867902,5.9,2016, ,TV-MA,24,"[' Action', ' Comedy']"
Naughty Little Girl,tt7683448,N/A,2016, ,N/A,N/A,[]
Rilakkuma's Theme Park Adventure,tt14272704,6.6,2022, ,TV-PG,15,"[' Adventure', ' Comedy']"
The Weird Al Show,tt0118513,7.5,1997,1998,TV-G,30,"[' Comedy', ' Drama']"
Llama Llama,tt4781350,6.2,2018,2019,TV-Y,24,"[' Adventure', ' Family']"
Adventures from the Book of Virtues,tt0227868,7.1,1996,2009,TV-Y7,30,"[' Family', ' Fantasy']"
Road Rovers,tt0115336,7.0,1996,1997,TV-Y,30,"[' Action', ' Comedy']"
Stoked,tt1504166,6.7,2009,2013,TV-PG,30,"[' Comedy', ' Drama']"
Strawberry Marshmallow,tt0810056,7.8,2005),(2005,TV-14,24,"[' Comedy', ' Family']"
Raa Raa the Noisy Lion,tt2021826,7.0,2011,2022,N/A,10,[' Family']
Turbo FAST,tt3010520,6.5,2013,2016,TV-Y7,23,"[' Action', ' Adventure']"
Peach Boy Riverside,tt13022022,6.2,2021, ,N/A,23,"[' Action', ' Fantasy']"
L.O.L. Surprise! House of Surprises,tt15332984,7.2,2021, ,N/A,4,"[' Short', ' Adventure']"
UQ Holder!,tt7591766,6.7,2017,2018,TV-MA,23,"[' Action', ' Fantasy']"
Mahotsukai Reimeiki,tt15766292,5.8,2022, ,TV-14,N/A,"[' Action', ' Adventure']"
Koikimo,tt13618148,7.2,2021),(2021,TV-14,24,"[' Comedy', ' Romance']"
Hot Wheels: Battle Force 5,tt1518723,5.6,2009,2012,TV-Y7-FV,N/A,[]
Rainbow Ruby,tt5828144,6.6,2016,2020,TV-Y,11,"[' Short', ' Adventure']"
The Wingfeather Saga,tt20978970,N/A,2022, ,N/A,N/A,[]
Wayside,tt1059741,6.0,2005,2008,TV-Y,30,"[' Comedy', ' Family']"
Beyblade Burst QuadDrive,tt16344002,8.5,2021, ,N/A,N/A,[]
The Buzz on Maggie,tt0450208,5.5,2005,2006,TV-G,30,"[' Comedy', ' Family']"
Eureka Seven,tt0765491,7.8,2005,2006,TV-MA,25,"[' Adventure', ' Drama']"
Speed Grapher,tt0805960,7.1,2005),(2005,TV-MA,25,"[' Crime', ' Drama']"
Harriet the Spy,tt12882128,6.9,2021, ,TV-G,23,"[' Short', ' Adventure']"
Stanley,tt0315068,6.6,2001,2007,TV-Y,30,"[' Comedy', ' Family']"
Yo-kai Watch,tt4523640,5.9,2015, ,TV-Y7,22,"[' Action', ' Adventure']"
Dodo,tt14968392,7.8,2021, ,TV-PG,N/A,[' Comedy']
Hello Kitty and Friends,tt0106024,6.2,1991, ,TV-Y,30,[' Family']
Attack on Titan: Junior High,tt4906830,7.1,2015),(2015,TV-14,17,"[' Action', ' Adventure']"
Pucca,tt0795256,6.8,2006,2008,TV-Y7,6,"[' Action', ' Comedy']"
The Adventures of Kid Danger,tt7833530,2.4,2018),(2018,TV-Y7,30,"[' Action', ' Adventure']"
The Great Jahy Will Not Be Defeated!,tt14470072,6.8,2021, ,TV-14,24,"[' Comedy', ' Fantasy']"
Seth MacFarlane's Cavalcade of Cartoon Comedy,tt1295036,6.4,2008,2010,TV-MA,2,"[' Short', ' Comedy']"
When They Cry: Kai,tt1068433,8.1,2007),(2007,TV-MA,25,"[' Drama', ' Horror']"
My Friends Tigger & Pooh,tt0805905,5.5,2007,2010,TV-Y,30,"[' Short', ' Adventure']"
Lego Friends,tt4049416,5.3,2013, ,TV-G,4,[]
Ace Attorney,tt5603356,6.4,2016, ,TV-14,24,"[' Comedy', ' Crime']"
Oggy and the Cockroaches: Next Generation,tt21195494,6.1,2022, ,TV-Y7,7,"[' Short', ' Adventure']"
Ace Ventura: Pet Detective,tt0115084,5.6,1995,2000,TV-Y,30,"[' Comedy', ' Family']"
100% Wolf: Legend of the Moonstone,tt13814356,8.8,2020, ,TV-PG,22,[' Fantasy']
Cupcake & Dino: General Services,tt8697554,7.6,2018, ,TV-Y7,23,"[' Action', ' Comedy']"
Super Giant Robot Brothers,tt14906890,6.6,2022, ,TV-Y7,26,"[' Action', ' Adventure']"
Superhuman Samurai Syber-Squad,tt0108944,7.0,1994,1995,TV-Y7,20,"[' Family', ' Action']"
Human Discoveries,tt9845250,7.1,2019),(2019,TV-MA,N/A,"[' Action', ' Adventure']"
"Sing ""Yesterday"" for Me",tt10204658,6.9,2020),(2020,N/A,23,"[' Drama', ' Romance']"
Oreshura,tt2552240,6.3,2013),(2013,N/A,23,"[' Comedy', ' Romance']"
The Weekenders,tt0237987,8.0,2000,2004,TV-Y7,15,"[' Comedy', ' Drama']"
Love Live!: School Idol Project,tt2595486,7.2,2013,2014,TV-G,25,"[' Comedy', ' Drama']"
Hero 108,tt1674117,5.7,2010,2012,TV-Y,N/A,"[' Action', ' Adventure']"
True and the Rainbow Kingdom,tt5607658,7.2,2017, ,TV-Y,22,"[' Short', ' Adventure']"
Kureyon Shin-chan,tt0245612,7.9,2006,2011,TV-MA,25,[' Comedy']
Class of the Titans,tt0758577,7.1,2006,2008,TV-Y7,23,"[' Action', ' Adventure']"
Monsuno,tt1579911,4.8,2011, ,TV-Y7,N/A,"[' Action', ' Adventure']"
Mushikaburi-hime,tt17501150,N/A,2022, ,N/A,N/A,"[' Drama', ' Romance']"
Word World,tt1097633,6.7,2007, ,TV-Y,28,[' Family']
G.I. Joe: Renegades,tt1705038,7.0,2010,2011,TV-Y7-FV,N/A,"[' Action', ' Adventure']"
Assy McGee,tt0795065,5.8,2006,2008,TV-MA,30,[' Comedy']
Medabots,tt0293731,6.7,1999,2004,TV-Y7,30,"[' Action', ' Adventure']"
The Mr. Peabody & Sherman Show,tt5021206,5.6,2015,2017,TV-Y7,23,"[' Adventure', ' Comedy']"
Robot Trains,tt7216288,6.4,2017,2021,TV-Y7,14,"[' Action', ' Adventure']"
Mortal Kombat: Defenders of the Realm,tt0122355,5.8,1995,1996,TV-Y7,30,"[' Action', ' Adventure']"
Deep Space 69,tt3712472,7.3,2012, ,TV-MA,N/A,"[' Comedy', ' Sci-Fi']"
Angelina Ballerina,tt0319935,5.5,2001,2009,TV-Y,N/A,[' Family']
Allen Gregory,tt1790914,4.2,2011),(2011,TV-14,22,[' Comedy']
The Haunted House: The Secret of the 'Ghost Ball',tt9518312,8.4,2016, ,TV-Y7,26,"[' Adventure', ' Comedy']"
Higashi no Eden,tt1415054,7.5,2009),(2009,TV-MA,23,"[' Action', ' Comedy']"
The Strange Chores,tt7678604,8.7,2019,2022,N/A,11,[]
Attack of the Killer Tomatoes,tt0124229,6.1,1990,1991,TV-Y7-FV,23,"[' Comedy', ' Sci-Fi']"
Robin Hood: Mischief in Sherwood,tt4212188,7.4,2014, ,TV-Y7,11,"[' Short', ' Adventure']"
Ninja Scroll: The Series,tt0400690,6.9,2003, ,TV-MA,30,"[' Action', ' Adventure']"
The Magic Chef of Ice and Fire,tt19719854,8.8,2021, ,N/A,N/A,"[' Action', ' Adventure']"
Twelve Forever,tt8009622,6.8,2019),(2019,TV-Y7,N/A,"[' Action', ' Adventure']"
"Yusibu: I couldnt become a hero, so I reluctantly decided to get a job.",tt3196524,6.4,2013),(2013,TV-14,24,"[' Action', ' Comedy']"
Zig & Sharko,tt2046005,6.8,2010, ,TV-Y,7,"[' Comedy', ' Family']"
"Recently, My Sister is Unusual",tt3341584,5.6,2014, ,N/A,25,"[' Comedy', ' Fantasy']"
Off the Air,tt2289131,8.5,2011, ,TV-MA,11,"[' Comedy', ' Horror']"
Wangan Midnight,tt3385730,7.3,2007,2008,N/A,25,"[' Action', ' Sport']"
Ghostforce,tt5797440,6.3,2021, ,TV-Y7,22,"[' Action', ' Adventure']"
Morphle,tt10087694,5.2,2019,2022,TV-Y,43,"[' Adventure', ' Family']"
Transformers: BotBots,tt14202476,7.1,2022, ,TV-Y7,25,"[' Action', ' Adventure']"
Maya the Bee,tt2724814,5.7,2012, ,TV-Y,13,"[' Adventure', ' Comedy']"
Hello Kitty and Friends Supercute Adventures,tt13352178,6.2,2020, ,N/A,N/A,[' Animation']
Iron Man,tt1707807,6.3,2010),(2010,TV-14,25,"[' Action', ' Sci-Fi']"
Kikoriki,tt0853174,7.7,2003,2012,TV-Y,6,"[' Adventure', ' Comedy']"
The Seven Heavenly Virtues,tt11954426,6.0,2018),(2018,N/A,N/A,[]
The Comic Artist and Assistants,tt3588312,6.4,2014, ,TV-14,13,[' Comedy']
Senpai ga Uzai Kouhai no Hanashi,tt15192340,7.4,2021, ,TV-14,N/A,"[' Comedy', ' Romance']"
High School Prodigies Have It Easy Even in Another World!,tt10671282,6.2,2019, ,N/A,23,"[' Adventure', ' Comedy']"
Ore no imouto ga konna ni kawaii wake ga nai,tt1751305,6.5,2010,2013,TV-14,25,"[' Comedy', ' Drama']"
Yu-Gi-Oh! Zexal,tt2363624,5.2,2011,2014,TV-Y7,N/A,"[' Action', ' Comedy']"
Geronimo Stilton,tt1875337,6.7,2009,2017,TV-Y7,26,"[' Adventure', ' Comedy']"
Jormungand,tt2259737,7.4,2012),(2012,TV-MA,24,"[' Action', ' Crime']"
Internet Historian,tt8258576,9.2,2017, ,TV-MA,N/A,"[' Animation', ' Comedy']"
Sarah and Duck,tt3070014,8.4,2013, ,TV-G,7,"[' Short', ' Family']"
Air Gear,tt0953916,7.1,2006, ,TV-MA,25,"[' Action', ' Comedy']"
Adventure Beast,tt15478708,5.3,2021),(2021,TV-MA,20,"[' Adventure', ' Comedy']"
Pororo the Little Penguin,tt3968668,6.3,2003, ,TV-Y,N/A,[' Family']
Pink Panther & Pals,tt1058776,6.5,2010),(2010,TV-Y,25,"[' Comedy', ' Family']"
Ex-Arm,tt12384506,1.8,2021, ,N/A,24,"[' Action', ' Crime']"
YOLO: Crystal Fantasy,tt12058366,7.2,2020, ,TV-14,N/A,"[' Comedy', ' Fantasy']"
Poor Devil,tt15764846,N/A,2022, ,N/A,20,[' Comedy']
G.I. Joe,tt0337762,7.3,1990,1992,TV-Y7,N/A,[' Action']
Owarimonogatari,tt5274556,8.4,2015,2017,N/A,24,"[' Comedy', ' Fantasy']"
Drifting Dragons,tt11418344,6.0,2020, ,N/A,23,"[' Adventure', ' Fantasy']"
The King's Avatar,tt6859260,7.5,2017, ,TV-13,24,"[' Action', ' Adventure']"
Hi Hi Puffy AmiYumi,tt0407398,6.3,2004,2006,TV-Y7,N/A,"[' Short', ' Adventure']"
Teacher's Pet,tt0257325,6.2,2000,2005,TV-Y,30,"[' Adventure', ' Comedy']"
Dance Dance Danseur,tt15391190,7.5,2022, ,N/A,N/A,"[' Comedy', ' Drama']"
Samurai Girls,tt2074011,6.5,2010),(2010,TV-MA,24,"[' Action', ' Comedy']"
Evil Con Carne,tt0419322,6.9,2003,2004,TV-Y7,30,"[' Adventure', ' Comedy']"
Cloudy with a Chance of Meatballs,tt4123482,3.3,2017,2018,TV-Y7,30,"[' Adventure', ' Comedy']"
Lego Star Wars: The Freemaker Adventures,tt5459566,7.4,2016,2017,TV-Y7,23,"[' Short', ' Action']"
Peanuts,tt5772554,7.0,2014,2017,TV-G,7,"[' Short', ' Action']"
Eon Kid,tt1001471,8.2,2007, ,TV-PG,N/A,"[' Action', ' Adventure']"
School-Live!,tt5105452,7.1,2015, ,TV-14,25,"[' Comedy', ' Drama']"
Raki suta: Lucky Star,tt1086236,7.4,2007,2008,TV-PG,25,"[' Comedy', ' Family']"
My Three Body,tt8829226,8.4,2014, ,N/A,20,[' Sci-Fi']
"Now and Then, Here and There",tt0318898,7.9,1999,2000,TV-14,25,"[' Action', ' Adventure']"
It's Pony,tt11416026,6.4,2020, ,TV-Y7,N/A,"[' Short', ' Action']"
Dumb and Dumber,tt0111946,5.5,1995,1996,TV-Y7,21,"[' Short', ' Adventure']"
Fate/Extra Last Encore,tt7940468,5.4,2018),(2018,N/A,24,"[' Action', ' Fantasy']"
Wallykazam!,tt3514798,7.8,2014,2017,TV-Y,24,"[' Adventure', ' Family']"
Deepa & Anoop,tt15527388,8.5,2022, ,TV-Y,25,"[' Adventure', ' Comedy']"
DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side - Sword Oratoria,tt6768600,7.0,2017),(2017,TV-14,25,"[' Action', ' Adventure']"
Mutant Busters,tt6631632,6.7,2001, ,N/A,N/A,"[' Action', ' Adventure']"
The New Woody Woodpecker Show,tt0281474,6.5,1999,2002,TV-Y,30,"[' Short', ' Adventure']"
Sakura Trick,tt3198956,6.9,2014),(2014,TV-14,23,"[' Comedy', ' Romance']"
In the Land of Leadale,tt14506186,6.6,2022, ,TV-14,23,"[' Adventure', ' Comedy']"
Drama Total Aventura,tt15560792,8.1,2021, ,N/A,N/A,"[' Adventure', ' Comedy']"
Archibald's Next Big Thing,tt9165404,7.7,2019,2020,TV-Y7,24,"[' Short', ' Adventure']"
Gotham Girls,tt0337763,7.3,2000,2002,TV-PG,3,"[' Comedy', ' Crime']"
Do You Like Broccoli Ice Cream? & More Kids Songs: Super Simple Songs,tt7265260,7.1,2017, ,N/A,48,[' Musical']
Huntik: Secrets and Seekers,tt1696969,8.2,2009,2012,TV-Y7,N/A,"[' Action', ' Adventure']"
Sam O'Nella Academy,tt11988522,9.3,2016, ,TV-MA,N/A,"[' Comedy', ' History']"
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,tt6027642,7.1,2016),(2016,TV-MA,24,"[' Drama', ' Horror']"
Freaky Stories,tt0166432,7.6,1997, ,N/A,N/A,"[' Comedy', ' Fantasy']"
The Barkers,tt3968624,5.2,2011, ,TV-G,6,"[' Adventure', ' Comedy']"
James Bond Jr.,tt0283744,6.0,1991,1992,TV-Y,30,"[' Action', ' Adventure']"
Marvel Future Avengers,tt6591446,5.6,2017,2018,TV-PG,N/A,"[' Action', ' Adventure']"
Persona 4: The Animation,tt2387612,7.6,2011,2012,TV-14,25,"[' Action', ' Adventure']"
Clifford the Big Red Dog,tt8447844,5.3,2019,2021,TV-Y,N/A,[' Family']
Strike Witches,tt1300176,6.6,2008, ,TV-MA,24,"[' Action', ' Comedy']"
Tom and Jerry in New York,tt14833766,7.0,2021, ,TV-PG,21,"[' Short', ' Adventure']"
Shine Post,tt15783416,6.5,2022, ,N/A,N/A,[' Music']
SoniAni: Super Sonico the Animation,tt3399734,5.7,2014),(2014,TV-14,25,"[' Comedy', ' Music']"
Father of the Pride,tt0361179,6.8,2004,2005,TV-14,26,"[' Short', ' Adventure']"
Friday: The Animated Series,tt1077170,6.2,2007),(2007,N/A,N/A,[' Comedy']
Seitokai yakuindomo,tt1694038,7.1,2010, ,N/A,307,"[' Comedy', ' Drama']"
Cast Castle,tt14690428,7.8,2021, ,N/A,N/A,"[' Comedy', ' Reality-TV']"
Stargate Infinity,tt0320969,3.5,2002,2003,TV-Y7,30,"[' Action', ' Adventure']"
Chozen,tt3221268,6.4,2014),(2014,TV-MA,24,[' Comedy']
Downtown,tt0208616,8.3,1999,2000,TV-14,N/A,[' Comedy']
RedaKai,tt2021833,5.5,2011, ,TV-Y7-FV,22,"[' Action', ' Adventure']"
Pinky Malinky,tt5621544,5.6,2018,2019,TV-Y7,12,"[' Comedy', ' Family']"
Robocar Poli,tt4763642,6.0,2011, ,TV-Y,11,"[' Adventure', ' Comedy']"
Big Tree City,tt15527362,8.2,2022, ,TV-Y,24,"[' Action', ' Adventure']"
Charmed: Demons,tt13837040,N/A,2022, ,N/A,25,"[' Fantasy', ' Horror']"
Go Buster!,tt10087604,5.2,2018, ,N/A,N/A,"[' Family', ' Musical']"
Sword Art Online Alternative: Gun Gale Online,tt7978710,6.8,2018, ,TV-14,24,"[' Action', ' Adventure']"
Yin Yang Yo!,tt0855673,6.0,2006,2009,TV-G,10,"[' Short', ' Action']"
VazzRock the Animation,tt22266604,N/A,2022, ,N/A,N/A,[]
Leo the Truck,tt8475950,7.6,2014),(2014,N/A,N/A,[' Family']
Seven & Me,tt4467232,6.0,2016,2019,N/A,25,"[' Comedy', ' Family']"
Crashbox,tt0321777,8.5,1999,2000,TV-Y7,25,"[' Family', ' Game-Show']"
Shoot! Goal to the Future,tt16148546,5.5,2022, ,N/A,N/A,[' Sport']
Gabriel DropOut,tt6407994,7.1,2017, ,TV-14,24,"[' Comedy', ' Fantasy']"
Best & Bester,tt14790460,8.6,2022, ,N/A,N/A,[' Comedy']
Witch Craft Works,tt3341534,6.7,2014,2015,TV-14,22,"[' Action', ' Comedy']"
One Outs,tt1411815,8.3,2008,2009,N/A,N/A,"[' Drama', ' Sport']"
Beyblade Burst Rise,tt11916718,6.0,2020, ,TV-Y7-FV,11,"[' Action', ' Adventure']"
Chobits,tt0326672,7.3,2002,2003,TV-14,N/A,"[' Comedy', ' Drama']"
Fate/kaleid liner Prisma Illya,tt2904426,6.0,2013, ,TV-14,24,"[' Action', ' Comedy']"
Atomic Betty,tt0424603,5.5,2004,2010,TV-Y7,30,"[' Action', ' Adventure']"
Archibald's Next Big Thing Is Here,tt14036516,8.2,2021, ,N/A,N/A,"[' Short', ' Action']"
Trollz,tt0482436,5.0,2005,2006,TV-Y7,23,"[' Adventure', ' Comedy']"
Mighty Little Bheem,tt10050752,6.6,2019, ,TV-Y,6,"[' Short', ' Adventure']"
Tokyo Mew Mew,tt0469008,6.9,2002,2003,TV-Y7,24,"[' Action', ' Adventure']"
Mighty Express,tt11860336,4.9,2020, ,TV-Y,N/A,"[' Adventure', ' Comedy']"
Five Nights at Freddy's: High School,tt6338598,2.2,2016, ,N/A,N/A,"[' Comedy', ' Music']"
Class of 3000,tt0767914,6.5,2006,2008,TV-Y7,30,"[' Short', ' Adventure']"
Om Nom Stories,tt4643420,6.8,2011, ,TV-Y,N/A,"[' Adventure', ' Comedy']"
Breadwinners,tt3481544,2.6,2014,2016,TV-PG,N/A,"[' Comedy', ' Family']"
Bloom Into You,tt8993464,7.9,2018, ,TV-PG,24,"[' Drama', ' Romance']"
New Game!,tt5862798,7.2,2016, ,TV-14,24,"[' Comedy', ' Drama']"
Popee the Performer,tt8344276,7.6,2000,2001,TV-14,N/A,"[' Short', ' Comedy']"
Ballmastrz 9009,tt8170404,6.8,2018,2020,TV-14,11,"[' Short', ' Action']"
Dagashi kashi,tt5346952,6.1,2016, ,TV-14,24,"[' Comedy', ' Romance']"
The Human Crazy university,tt22265884,N/A,2022, ,N/A,N/A,[]
Tak & the Power of Juju,tt0853078,3.3,2007,2009,TV-Y7,27,"[' Action', ' Adventure']"
Little Shop,tt0120982,4.2,1991),(1991,N/A,30,"[' Comedy', ' Family']"
Smile PreCure!,tt2230557,6.2,2012,2013,TV-PG,24,"[' Action', ' Adventure']"
Tickety Toc,tt2369946,3.6,2011, ,N/A,11,[' Family']
Our Last Crusade or the Rise of a New World,tt12331304,6.4,2020, ,TV-14,23,"[' Action', ' Fantasy']"
His and Her Circumstances,tt0202430,7.7,1998,1999,TV-14,24,"[' Comedy', ' Drama']"
Campione!,tt2250160,6.8,2012, ,TV-MA,N/A,"[' Action', ' Adventure']"
Re: Creators,tt6755926,7.0,2017, ,TV-MA,24,"[' Action', ' Fantasy']"
The Kids from Room 402,tt0242210,8.2,2000,2001,TV-Y,23,"[' Comedy', ' Family']"
Turn-A Gundam,tt0189318,7.5,1999,2000,TV-PG,N/A,"[' Action', ' Adventure']"
Gamers!,tt7163698,6.7,2017, ,TV-14,24,"[' Comedy', ' Romance']"
Cannon Busters,tt5066664,6.7,2019, ,TV-MA,N/A,[' Fantasy']
Beat Bugs,tt4716268,7.7,2016,2018,TV-Y,24,"[' Short', ' Adventure']"
PINY Institute of New York,tt10517218,8.6,2016,2020,N/A,N/A,"[' Comedy', ' Drama']"
Pinky Dinky Doo,tt0804425,6.1,2005,2009,TV-Y,30,"[' Family', ' Fantasy']"
Corpse Princess: Aka,tt1301958,6.9,2008),(2008,TV-MA,24,"[' Action', ' Adventure']"
Bobobo-bo Bo-bobo,tt0450373,7.1,2003,2005,TV-Y7,26,"[' Action', ' Adventure']"
Trinity Blood,tt0791163,7.1,2005),(2005,TV-MA,N/A,"[' Action', ' Drama']"
Noddy,tt0199253,5.6,1998,2000,TV-Y,30,"[' Comedy', ' Family']"
Lost in Oz,tt4677846,7.6,2015,2018,TV-Y7,24,"[' Family', ' Fantasy']"
Rupert,tt0155445,7.0,1991,2020,TV-Y7,30,"[' Adventure', ' Family']"
John Dillermand,tt13778832,6.9,2021, ,N/A,5,[' Family']
Magic Knight Rayearth,tt0112057,7.6,1994,1995,TV-PG,20,"[' Action', ' Adventure']"
Super Lovers,tt5618002,6.9,2016, ,TV-MA,24,"[' Comedy', ' Romance']"
Recovery of an MMO Junkie,tt7662364,7.3,2017, ,TV-14,23,"[' Comedy', ' Drama']"
Rilakkuma and Kaoru,tt9348716,8.2,2019),(2019,TV-PG,12,"[' Comedy', ' Drama']"
Idaten Jump,tt0925436,8.2,2005,2006,TV-PG,20,"[' Adventure', ' Comedy']"
Tenchi Muyo! War on Geminar,tt6603172,7.1,2009,2010,TV-MA,45,[]
"If It's for My Daughter, I'd Even Defeat a Demon Lord",tt10347622,7.0,2019, ,N/A,24,"[' Adventure', ' Comedy']"
The Koala Brothers,tt0445882,6.7,2003,2007,TV-Y,15,"[' Adventure', ' Comedy']"
Kokoro Connect,tt2250034,7.4,2012),(2012,TV-14,N/A,"[' Comedy', ' Drama']"
The Prince of Tennis II: U-17 World Cup,tt15660128,8.1,2022, ,N/A,N/A,[' Sport']
The Problem Solverz,tt1893088,2.0,2011,2013,TV-PG,11,"[' Comedy', ' Family']"
Book from BFDI,tt13397510,7.7,2019, ,N/A,N/A,[]
Chibi Tiny Tales,tt21204640,6.9,2020, ,N/A,1,"[' Short', ' Comedy']"
Home: Adventures with Tip & Oh,tt5759196,6.2,2016,2018,TV-Y7,23,"[' Short', ' Adventure']"
Where's Waldo?,tt10242176,7.9,2019,2021,TV-Y,22,"[' Adventure', ' Comedy']"
Word Party,tt5235950,5.6,2016, ,TV-Y,11,[' Family']
Monster Musume no Oisha-san,tt12312004,6.1,2020, ,TV-MA,24,"[' Comedy', ' Fantasy']"
BoBoiBoy,tt2918872,6.1,2011,2016,TV-Y7,N/A,"[' Action', ' Family']"
Blast of Tempest,tt2294048,7.5,2012, ,N/A,25,"[' Action', ' Fantasy']"
Rob the Robot,tt1787439,8.0,2010, ,N/A,N/A,"[' Adventure', ' Comedy']"
The Awesomes,tt2818496,7.3,2013,2015,TV-14,23,"[' Action', ' Comedy']"
The Adventures of Figaro Pho,tt2699588,7.5,2012),(2012,TV-Y7,N/A,"[' Fantasy', ' Sci-Fi']"
Black Rock Shooter: Dawn Fall,tt15582422,7.0,2022, ,TV-14,N/A,"[' Action', ' Drama']"
Out of Jimmy's Head,tt1078463,2.3,2007,2008,TV-Y7,30,"[' Comedy', ' Family']"
You're Under Arrest!,tt0111351,7.1,1996,2008,N/A,21,"[' Action', ' Comedy']"
Spirit Sword Sovereign,tt19868534,8.7,2019, ,N/A,10,"[' Action', ' Adventure']"
"Maou-sama, Retry!",tt10443362,6.7,2019),(2019,TV-14,23,"[' Action', ' Fantasy']"
Magia Record: Puella Magi Madoka Magica Side Story,tt9547400,6.2,2020, ,TV-14,24,"[' Action', ' Drama']"
Angels of Death,tt10328494,7.6,2021, ,N/A,N/A,[' Sci-Fi']
Camp Camp,tt5797374,8.0,2016,2019,TV-14,11,"[' Adventure', ' Comedy']"
Twirlywoos,tt4481920,7.4,2015,2017,N/A,15,[' Family']
Rage of Bahamut: Genesis,tt3981938,7.3,2014),(2014,TV-14,24,"[' Action', ' Fantasy']"
MeatCanyon,tt12268468,8.1,2015, ,TV-MA,N/A,"[' Comedy', ' Horror']"
Chihayafuru,tt2150751,8.1,2011, ,TV-14,22,"[' Comedy', ' Drama']"
The League of Super Evil,tt1402156,6.4,2009,2012,TV-Y7,22,"[' Action', ' Comedy']"
Kaze no Stigma,tt1161669,7.2,2007),(2007,TV-14,24,"[' Action', ' Comedy']"
Histeria!,tt0175738,7.7,1998,2000,TV-Y,30,"[' Short', ' Adventure']"
44 Cats,tt9699148,6.2,2018, ,TV-Y7,13,"[' Adventure', ' Comedy']"
Voltron Force,tt1669774,6.7,2011,2012,TV-Y7,30,[' Sci-Fi']
Elliott from Earth,tt13914146,7.7,2021),(2021,TV-Y7,12,"[' Comedy', ' Family']"
My Little Pony: Tell Your Tale,tt18270744,5.9,2022, ,TV-Y,5,"[' Short', ' Adventure']"
Transformers: Cyberverse,tt8891990,6.7,2018,2021,TV-Y7-FV,11,"[' Short', ' Action']"
Sleepy Princess in the Demon Castle,tt12402550,7.5,2020),(2020,TV-14,23,"[' Comedy', ' Fantasy']"
Battle Game in 5 Seconds,tt13444580,6.8,2021, ,TV-14,23,"[' Action', ' Fantasy']"
Doggyland,tt20453950,N/A,2022, ,N/A,N/A,[]
The Goode Family,tt1183569,6.4,2009),(2009,TV-PG,23,[' Comedy']
The Lion Guard Drama King,tt12440586,8.6,2021, ,N/A,N/A,"[' Action', ' Adventure']"
Esme & Roy,tt7167690,7.5,2018,2021,TV-Y,11,"[' Adventure', ' Family']"
The Wizard of Oz,tt0098950,6.5,1990,1991,TV-Y,30,"[' Short', ' Action']"
Unsupervised,tt2122954,7.3,2012),(2012,TV-MA,22,[' Comedy']
Tractor Tom,tt0442647,6.0,2002, ,N/A,11,"[' Short', ' Comedy']"
Oban Star Racers: The Alwas Cycle,tt0813808,8.1,2006),(2006,TV-Y7,25,"[' Action', ' Adventure']"
Azur Lane,tt10980934,5.6,2019, ,TV-14,23,"[' Action', ' Drama']"
Astro Boy,tt0387719,6.9,2003,2004,TV-Y7,30,"[' Action', ' Adventure']"
Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier Than Real Life!,tt13593022,6.5,2021, ,TV-14,N/A,"[' Action', ' Comedy']"
Camp WWE,tt3312822,6.4,2016, ,TV-MA,N/A,[' Comedy']
The 7D,tt2219622,5.7,2014,2016,TV-Y,30,"[' Short', ' Adventure']"
The Head,tt0108799,6.9,1994,1996,TV-14,22,"[' Action', ' Adventure']"
Filly Funtasia,tt5096624,5.9,2019, ,N/A,30,"[' Adventure', ' Comedy']"
Rubbadubbers,tt0390762,6.7,2003,2021,TV-Y,10,[' Family']
New Teen Titans,tt2263761,7.3,2011,2012,N/A,1,"[' Action', ' Adventure']"
Mobile Suit Gundam Seed Destiny,tt0434694,7.1,2004,2005,TV-14,25,"[' Action', ' Drama']"
Irozuku Sekai No Ashita Kara,tt9050480,7.3,2018, ,Not Rated,24,"[' Drama', ' Fantasy']"
Silver Spoon,tt2909912,8.0,2013,2014,TV-PG,22,"[' Comedy', ' Drama']"
